LAMMPS data file via write_data, version 2 Aug 2023, timestep = 100000, units = real

4116 atoms
6 atom types

-0.004098153710156538 35.92489815370905 xlo xhi
-0.004098153710156538 35.92489815370905 ylo yhi
-0.004098153710156538 35.92489815370905 zlo zhi

Masses

1 1.008
2 6.941
3 12.011
4 15.9994
5 18.998
6 30.974

Atoms # full/kk

83 7 1 0.04147505760192871 4.417853130170164 2.4409486771463604 4.968426383295432 0 0 0
3235 288 4 -0.3106850981712341 3.5563658057488516 1.1857031052100013 2.186796808093213 0 1 0
84 7 1 0.03748238086700439 5.124768733742285 4.080172218209755 4.444425592949465 0 0 0
78 7 3 0.1046752333641052 5.185116592303117 3.2150052169144727 5.113833658038551 0 0 0
3236 288 3 0.1311239302158356 3.1888586109555077 2.131076709569265 1.074263826041805 0 1 0
3238 288 1 0.04459550976753235 3.818268621083257 3.0292993033068156 1.216068982632535 0 1 0
3237 288 1 0.04555490612983704 2.0951997638447977 2.417967263458342 1.1163348264860038 0 1 0
2354 199 4 -0.4514635801315308 0.16743088815769414 3.477547110607276 2.6202528018989666 1 0 0
82 7 1 0.03911888599395752 5.166173139160082 3.5506181652446243 6.1628282126025695 0 0 0
1535 128 1 0.04038938879966736 0.32548893681282703 0.6342096713798432 3.213848100902645 1 1 0
3142 278 4 -0.3100847601890564 2.2217565442544123 1.2179372095714174 5.775860782215693 0 0 0
2352 199 4 -0.3079854249954224 35.803277785995306 3.2269169877435004 4.7881756075855115 0 0 0
3243 288 3 0.6349145174026489 3.6557456872890555 35.85792117567945 1.6762061566000364 0 0 0
3242 288 4 -0.3078063726425171 3.4899535526737644 35.85629269731196 0.3316845635841984 0 0 0
34 3 1 0.04006361961364746 1.7226736709443526 4.533274095871487 5.4430216754088185 0 0 0
35 3 1 0.0384865403175354 3.2664745958718022 5.360190993877093 6.114486495966147 0 0 0
3143 278 3 0.6340057849884033 3.1644381454329515 0.39253378411830503 6.053486161295073 0 0 0
1718 144 4 -0.3071526288986206 5.202124940203763 5.588157624910095 35.81977158101261 0 0 0
36 3 1 0.03847676515579224 3.1078988315006355 5.225815761794655 4.375845740104987 0 0 0
30 3 3 0.1051420569419861 2.487351884612164 5.352227588810337 5.311620972015213 0 0 0
1725 144 1 0.03915143013000488 5.987874800884334 4.124742072096233 1.265950740565303 0 0 1
1717 144 3 0.105845034122467 6.323475601852107 4.828710003301549 0.3928695556953034 0 0 1
77 7 4 -0.302288293838501 6.363757435504271 2.5869660682615523 4.728141624716368 0 0 0
1723 144 1 0.04036357998847961 7.124782135901197 5.4735937611538095 0.7711284461978389 0 0 1
76 7 4 -0.4567490816116333 7.571481576780448 4.4790102620775825 4.9162619880462985 0 0 0
75 7 3 0.6315456032752991 7.455307586508377 3.31520892121319 4.6002397505838974 0 0 0
73 7 3 0.1052116453647614 9.75518847061681 3.068821890950113 4.071858147314996 0 0 0
74 7 4 -0.3019327521324158 8.406300635235304 2.48472278291865 4.177217121813343 0 0 0
79 7 1 0.04016247391700745 9.714330188372019 3.9921561281667906 4.618731061227498 0 0 0
80 7 1 0.04005187749862671 10.008027384648631 3.241608140249948 3.0399225714101026 0 0 0
81 7 1 0.04012292623519897 10.41456608009257 2.2358315582853914 4.48344289308278 0 0 0
3268 291 1 0.04268822073936462 11.069753840466836 2.173102592209151 0.46940982721164687 0 0 1
3265 291 4 -0.3115748167037964 9.07644882767398 2.548839021766681 0.30068477068409816 0 0 1
152 13 1 0.04103806614875793 7.617389697612558 35.879674290968836 1.925868169330272 0 0 0
1724 144 1 0.04045847058296204 6.574152748959505 4.2458005653142274 35.49268519377942 0 0 0
1186 99 1 0.03799277544021606 12.128788775345262 5.558544053031178 1.3888119337774043 0 0 0
